AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020
Insider_Ownership,15.7,10.6,18.4,22.1,29.2,36.6
Institutional_Ownership,66.3,78.9,77.4,75.0,56.3,46.9
Net_Insider_Purchases,109.0,15.0,52.0,52.0,4101.0,4101.0
No_of_Employees,56.0,56.0,28.0,28.0,28.0,28.0
No_of_Institutions,75.0,96.0,84.0,73.0,43.0,22.0
