AAII_KEY_STATISTICS_DATA,09/30/2020,06/30/2020,03/31/2020
Insider_Ownership,0.2,0.5,0.5
Institutional_Ownership,42.9,43.4,43.5
Net_Insider_Purchases,639.0,574.0,574.0
No_of_Employees,141.0,141.0,118.0
No_of_Institutions,24.0,25.0,25.0
