AAII_KEY_STATISTICS_DATA,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,,,
Institutional_Ownership,10.2,8.9,7.5
Net_Insider_Purchases,,,
No_of_Employees,9650.0,11732.0,11732.0
No_of_Institutions,33.0,39.0,30.0
