AAII_KEY_STATISTICS_DATA,04/30/2022,01/29/2022,07/31/2021,04/30/2021,01/30/2021,08/01/2020,04/30/2020
Insider_Ownership,1.0,0.1,1.1,1.1,0.3,1.2,1.2
Institutional_Ownership,87.7,87.1,82.2,81.1,82.7,78.5,79.7
Net_Insider_Purchases,14.0,-3.0,-138.0,-448.0,-308.0,32.0,37.0
No_of_Employees,1214.0,1165.0,1165.0,1165.0,823.0,823.0,823.0
No_of_Institutions,330.0,322.0,323.0,342.0,354.0,314.0,312.0
