AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021
Insider_Ownership,0.0,0.9,0.9,0.1,0.6,0.6
Institutional_Ownership,92.9,92.3,91.9,88.4,86.5,15.8
Net_Insider_Purchases,30.0,773.0,-13450.0,-12286.0,152543.0,152506.0
No_of_Employees,2270.0,1800.0,1800.0,380.0,380.0,380.0
No_of_Institutions,127.0,130.0,118.0,108.0,102.0,90.0
