AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,,,,,,,
Institutional_Ownership,54.6,52.9,45.9,49.3,47.1,40.7,5.7
Net_Insider_Purchases,-124.0,-124.0,129.0,,,,
No_of_Employees,0.0,0.0,0.0,0.0,0.0,,
No_of_Institutions,19.0,18.0,17.0,21.0,18.0,15.0,2.0
