AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,0.1,0.2,0.2,0.2,0.2,0.2,0.1
Institutional_Ownership,71.2,67.2,65.3,65.7,67.5,66.7,68.2
Net_Insider_Purchases,-6024.0,-6045.0,110.0,-23.0,-34.0,109.0,-2.0
No_of_Employees,38000.0,38000.0,42000.0,22000.0,22000.0,22000.0,22000.0
No_of_Institutions,1252.0,1232.0,1112.0,1104.0,1075.0,1069.0,1038.0
