AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
Insider_Ownership,10.0,1.0,0.1,1.0,1.0,1.2
Institutional_Ownership,79.9,78.9,78.5,75.4,73.4,0.0
Net_Insider_Purchases,-19298.0,-6726.0,-4809.0,-2191.0,-3370.0,-869.0
No_of_Employees,1800.0,1600.0,1600.0,1200.0,1200.0,1261.0
No_of_Institutions,179.0,154.0,118.0,85.0,74.0,0.0
