AAII_KEY_STATISTICS_DATA,01/31/2023,04/30/2022,01/31/2022,07/31/2021,04/30/2021,01/31/2021
Insider_Ownership,0.0,0.0,4.7,,6.8,6.8
Institutional_Ownership,,,,,,
Net_Insider_Purchases,0.0,0.0,390.0,0.0,650.0,489.0
No_of_Employees,0.0,0.0,0.0,0.0,0.0,0.0
No_of_Institutions,,,,,,
