AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.3,0.4,0.3,0.1,0.4,0.4,0.4,0.5,0.6
Institutional_Ownership,75.4,74.8,75.0,75.1,75.8,75.0,77.5,85.1,81.2
Net_Insider_Purchases,31.0,65.0,65.0,27.0,48.0,47.0,39.0,40.0,49.0
No_of_Employees,347.0,298.0,298.0,247.0,247.0,247.0,247.0,372.0,372.0
No_of_Institutions,279.0,303.0,314.0,297.0,274.0,283.0,283.0,260.0,277.0
