AAII_KEY_STATISTICS_DATA,12/31/2022,06/30/2022,12/31/2021,09/30/2021
Insider_Ownership,14.5,0.4,0.5,24.1
Institutional_Ownership,51.2,51.3,50.5,4.3
Net_Insider_Purchases,-20019.0,-771.0,-374.0,0.0
No_of_Employees,863.0,863.0,665.0,665.0
No_of_Institutions,107.0,89.0,58.0,66.0
