AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,06/30/2021,03/31/2021,06/30/2020
Insider_Ownership,,1.5,5.8,6.8,1.4,5.8
Institutional_Ownership,21.6,21.4,23.1,18.6,12.6,
Net_Insider_Purchases,0.0,140.0,322.0,-12.0,0.0,-233.0
No_of_Employees,15.0,11.0,11.0,4.0,4.0,
No_of_Institutions,15.0,12.0,13.0,12.0,1.0,
