AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,12/31/2021
Insider_Ownership,11.5,11.4,21.6
Institutional_Ownership,16.6,16.6,12.6
Net_Insider_Purchases,3159.0,523.0,66317.0
No_of_Employees,289.0,111.0,111.0
No_of_Institutions,93.0,84.0,53.0
