AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022
Insider_Ownership,,17.9
Institutional_Ownership,76.4,84.4
Net_Insider_Purchases,0.0,-400.0
No_of_Employees,,
No_of_Institutions,34.0,34.0
