AAII_KEY_STATISTICS_DATA,06/30/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,09/30/2020,06/30/2020
Insider_Ownership,0.6,0.0,0.1,0.7,0.8,0.1,9.5
Institutional_Ownership,6.2,8.3,9.8,8.8,6.6,4.6,0.7
Net_Insider_Purchases,60.0,0.0,8.0,26.0,22.0,10.0,9.0
No_of_Employees,39.0,39.0,34.0,34.0,34.0,5.0,5.0
No_of_Institutions,31.0,35.0,33.0,34.0,36.0,33.0,19.0
