AAII_KEY_STATISTICS_DATA,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,2.6,0.2,1.0
Institutional_Ownership,89.6,93.4,93.1
Net_Insider_Purchases,32.0,1.0,30.0
No_of_Employees,1025.0,1000.0,1000.0
No_of_Institutions,317.0,324.0,329.0
