AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,0.5,0.4,0.2,0.3,0.3,0.3,0.4
Institutional_Ownership,84.6,84.7,85.1,84.3,85.0,81.6,84.7
Net_Insider_Purchases,477.0,367.0,-26.0,-98.0,-76.0,-41.0,-61.0
No_of_Employees,8510.0,8199.0,7381.0,6334.0,5482.0,4629.0,3284.0
No_of_Institutions,1086.0,1211.0,1237.0,1258.0,1239.0,1178.0,971.0
