AAII_KEY_STATISTICS_DATA,01/28/2023,07/30/2022,01/29/2022,10/30/2021,07/31/2021,05/01/2021,01/30/2021,07/25/2020
Insider_Ownership,3.1,2.9,2.7,2.6,3.7,3.7,3.5,4.1
Institutional_Ownership,96.4,96.7,97.2,96.7,95.6,95.9,,
Net_Insider_Purchases,-27.0,10.0,1.0,5.0,16.0,-180.0,-170.0,-4.0
No_of_Employees,15410.0,15024.0,15024.0,14276.0,14276.0,14276.0,14276.0,15230.0
No_of_Institutions,382.0,349.0,356.0,319.0,316.0,344.0,339.0,323.0
