AAII_KEY_STATISTICS_DATA,04/30/2022,01/29/2022,07/31/2021,01/30/2021,08/01/2020,05/02/2020
Insider_Ownership,4.1,4.0,2.1,4.3,0.5,4.2
Institutional_Ownership,61.4,63.4,59.9,56.3,70.6,71.0
Net_Insider_Purchases,61.0,-47.0,-20.0,60.0,81.0,222.0
No_of_Employees,60000.0,60000.0,62000.0,62000.0,68000.0,68000.0
No_of_Institutions,491.0,495.0,478.0,531.0,548.0,599.0
