AAII_KEY_STATISTICS_DATA,12/31/2022,06/30/2022
Insider_Ownership,2.4,15.8
Institutional_Ownership,2.9,0.9
Net_Insider_Purchases,-940.0,66.0
No_of_Employees,7.0,6.0
No_of_Institutions,10.0,3.0
