AAII_KEY_STATISTICS_DATA,06/30/2022,06/30/2021,03/31/2021
Insider_Ownership,,13.9,43.3
Institutional_Ownership,0.2,0.2,0.3
Net_Insider_Purchases,0.0,-58.0,0.0
No_of_Employees,,,
No_of_Institutions,1.0,1.0,1.0
