AAII_KEY_STATISTICS_DATA,07/01/2022,04/01/2022,10/01/2021,07/02/2021,04/02/2021,01/01/2021,06/26/2020
Insider_Ownership,0.2,0.2,0.2,0.2,0.2,0.2,0.3
Institutional_Ownership,78.4,75.4,75.7,77.0,78.3,78.6,80.1
Net_Insider_Purchases,-8.0,-74.0,93.0,-15.0,9.0,17.0,-27.0
No_of_Employees,11000.0,11000.0,11000.0,10000.0,10000.0,10000.0,9000.0
No_of_Institutions,1222.0,1324.0,1358.0,1374.0,1371.0,1313.0,1214.0
