AAII_KEY_STATISTICS_DATA,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.0,3.6,0.0
Institutional_Ownership,,,
Net_Insider_Purchases,0.0,200.0,0.0
No_of_Employees,4.0,4.0,4.0
No_of_Institutions,,,
