AAII_KEY_STATISTICS_DATA,06/30/2021,12/31/2020
Insider_Ownership,,
Institutional_Ownership,91.8,62.8
Net_Insider_Purchases,,
No_of_Employees,4.0,4.0
No_of_Institutions,80.0,66.0
