AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,06/30/2021
Insider_Ownership,,,,
Institutional_Ownership,,,,0.0
Net_Insider_Purchases,,,,
No_of_Employees,14000.0,14600.0,14600.0,15000.0
No_of_Institutions,312.0,301.0,243.0,0.0
