AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,12/31/2021,09/30/2021
Insider_Ownership,5.9,0.1,0.3,25.7
Institutional_Ownership,61.5,61.0,56.1,36.4
Net_Insider_Purchases,848.0,40.0,90.0,13276.0
No_of_Employees,35.0,25.0,25.0,0.0
No_of_Institutions,33.0,33.0,31.0,16.0
