AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,12/31/2021
Insider_Ownership,0.7,0.1,1.1
Institutional_Ownership,68.9,69.6,69.5
Net_Insider_Purchases,45.0,6.0,45.0
No_of_Employees,130.0,107.0,107.0
No_of_Institutions,33.0,32.0,35.0
