AAII_KEY_STATISTICS_DATA,01/31/2023,04/30/2022,01/31/2022,07/31/2021,01/31/2021,07/31/2020,04/30/2020
Insider_Ownership,4.1,3.5,4.4,4.7,3.9,5.4,5.4
Institutional_Ownership,11.4,10.7,11.0,10.6,8.1,7.1,6.9
Net_Insider_Purchases,-65.0,65.0,63.0,161.0,-89.0,146.0,123.0
No_of_Employees,4.0,4.0,4.0,3.0,3.0,7.0,7.0
No_of_Institutions,48.0,51.0,48.0,42.0,36.0,28.0,28.0
