AAII_KEY_STATISTICS_DATA,06/30/2022,12/31/2021,09/30/2021,06/30/2021
Insider_Ownership,0.0,,,
Institutional_Ownership,68.5,58.6,,
Net_Insider_Purchases,0.0,0.0,0.0,0.0
No_of_Employees,,,,
No_of_Institutions,37.0,40.0,43.0,36.0
