AAII_KEY_STATISTICS_DATA,03/31/2022,06/30/2021,03/31/2021,09/30/2020,06/30/2020
Insider_Ownership,1.0,2.8,,39.1,39.1
Institutional_Ownership,41.1,45.2,1.0,2.1,0.5
Net_Insider_Purchases,632.0,550.0,0.0,-4259.0,-15134.0
No_of_Employees,482.0,102.0,102.0,67.0,67.0
No_of_Institutions,76.0,74.0,10.0,10.0,3.0
