AAII_KEY_STATISTICS_DATA,10/31/2020,07/31/2020,04/30/2020
Insider_Ownership,17.5,13.2,13.2
Institutional_Ownership,4.6,4.6,4.6
Net_Insider_Purchases,4.0,10.0,10.0
No_of_Employees,0.0,0.0,0.0
No_of_Institutions,1.0,1.0,1.0
