AAII_KEY_STATISTICS_DATA,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,03/31/2020
Insider_Ownership,0.4,0.6,0.5,0.6,0.6,0.4
Institutional_Ownership,42.7,,,,,
Net_Insider_Purchases,-217.0,68.0,-2.0,68.0,72.0,-16.0
No_of_Employees,1897.0,1897.0,1897.0,503.0,503.0,1600.0
No_of_Institutions,458.0,493.0,510.0,520.0,492.0,452.0
