AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.9,1.2,0.8,93.7,94.2,54.1,54.2,0.0,0.9
Institutional_Ownership,43.2,45.6,46.1,42.9,39.2,42.8,40.2,4.2,27.9
Net_Insider_Purchases,520.0,313.0,553.0,-314.0,-33661.0,-784.0,10144.0,0.0,290.0
No_of_Employees,1030.0,950.0,950.0,910.0,910.0,910.0,910.0,835.0,835.0
No_of_Institutions,220.0,220.0,237.0,221.0,209.0,142.0,98.0,73.0,75.0
