AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.2,0.1,10.9,0.1,0.1,10.8,10.9,7.5,8.1
Institutional_Ownership,35.2,52.4,53.6,55.5,58.6,56.1,39.7,39.3,41.6
Net_Insider_Purchases,-1.0,0.0,28.0,-1.0,0.0,301.0,312.0,16.0,0.0
No_of_Employees,95.0,91.0,91.0,87.0,87.0,87.0,97.0,97.0,97.0
No_of_Institutions,31.0,30.0,31.0,32.0,38.0,36.0,38.0,40.0,44.0
