AAII_KEY_STATISTICS_DATA,12/31/2022,06/30/2022,12/31/2021,09/30/2021
Insider_Ownership,18.0,18.8,39.9,
Institutional_Ownership,36.9,37.3,41.6,95.7
Net_Insider_Purchases,921.0,1954.0,656.0,-2303.0
No_of_Employees,275.0,296.0,296.0,
No_of_Institutions,69.0,66.0,44.0,86.0
