AAII_KEY_STATISTICS_DATA,09/30/2020,06/30/2020
Insider_Ownership,4.3,4.4
Institutional_Ownership,99.1,97.4
Net_Insider_Purchases,-327.0,-256.0
No_of_Employees,437.0,437.0
No_of_Institutions,224.0,208.0
