AAII_KEY_STATISTICS_DATA,01/31/2023,04/30/2022
Insider_Ownership,0.6,0.4
Institutional_Ownership,95.4,94.8
Net_Insider_Purchases,40.0,75.0
No_of_Employees,9500.0,9500.0
No_of_Institutions,330.0,348.0
