AAII_KEY_STATISTICS_DATA,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,1.1,0.9,1.0
Institutional_Ownership,,,
Net_Insider_Purchases,-63.0,51.0,44.0
No_of_Employees,3170.0,3100.0,3100.0
No_of_Institutions,367.0,354.0,368.0
