AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.6,0.9,1.3,0.5,0.4,1.2,1.4,1.9,2.0
Institutional_Ownership,26.7,30.3,33.5,31.2,30.1,28.6,29.2,24.8,21.8
Net_Insider_Purchases,25.0,227.0,173.0,11.0,7.0,15.0,0.0,133.0,133.0
No_of_Employees,40.0,29.0,29.0,35.0,35.0,35.0,35.0,30.0,30.0
No_of_Institutions,90.0,98.0,118.0,109.0,110.0,113.0,102.0,95.0,93.0
