AAII_KEY_STATISTICS_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.5,1.0,0.4,0.5,0.9,0.6,0.1
Institutional_Ownership,89.7,88.7,91.2,87.3,86.6,87.4,87.4
Net_Insider_Purchases,46.0,129.0,12.0,43.0,125.0,101.0,7.0
No_of_Employees,611.0,611.0,618.0,618.0,618.0,793.0,793.0
No_of_Institutions,317.0,313.0,293.0,289.0,289.0,275.0,281.0
