AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022
Insider_Ownership,0.0,0.4,0.6
Institutional_Ownership,6.2,6.1,6.4
Net_Insider_Purchases,0.0,12.0,-8711.0
No_of_Employees,503.0,499.0,499.0
No_of_Institutions,24.0,21.0,19.0
