AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,7.9,7.8,0.8,0.6,7.2,7.3,0.7
Institutional_Ownership,96.2,95.9,93.3,93.7,90.0,90.6,89.2
Net_Insider_Purchases,91.0,119.0,186.0,97.0,18.0,93.0,34.0
No_of_Employees,10735.0,10735.0,10735.0,10200.0,10200.0,10200.0,10100.0
No_of_Institutions,423.0,413.0,424.0,426.0,423.0,423.0,411.0
