AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022
Insider_Ownership,0.0,0.0,0.0
Institutional_Ownership,70.0,70.3,67.7
Net_Insider_Purchases,0.0,0.0,0.0
No_of_Employees,0.0,2.0,2.0
No_of_Institutions,53.0,53.0,49.0
