AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,12/31/2021
Insider_Ownership,0.0,0.0,0.0
Institutional_Ownership,81.2,76.3,65.8
Net_Insider_Purchases,0.0,0.0,0.0
No_of_Employees,10.0,,
No_of_Institutions,41.0,35.0,28.0
