AAII_KEY_STATISTICS_DATA,03/31/2023,03/31/2022,12/31/2020,06/30/2020
Insider_Ownership,,,,
Institutional_Ownership,6.1,6.1,6.1,6.1
Net_Insider_Purchases,0.0,0.0,0.0,0.0
No_of_Employees,49.0,49.0,49.0,41.0
No_of_Institutions,1.0,1.0,1.0,1.0
