AAII_KEY_STATISTICS_DATA,04/30/2022,01/31/2022,10/31/2021,07/31/2021,01/31/2021,07/31/2020,04/30/2020
Insider_Ownership,1.2,0.3,0.9,2.5,2.6,2.0,2.0
Institutional_Ownership,81.7,82.4,79.1,81.1,76.5,77.6,79.5
Net_Insider_Purchases,31.0,-4.0,-37.0,-825.0,-642.0,110.0,110.0
No_of_Employees,2288.0,2288.0,2249.0,2249.0,2249.0,1612.0,1612.0
No_of_Institutions,211.0,223.0,194.0,196.0,168.0,136.0,138.0
