AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022
Insider_Ownership,0.8,0.6,0.6
Institutional_Ownership,94.6,96.8,6.5
Net_Insider_Purchases,139.0,-57600.0,-57600.0
No_of_Employees,1900.0,,
No_of_Institutions,612.0,644.0,33.0
