AAII_KEY_STATISTICS_DATA,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,7.5,7.0,1.8
Institutional_Ownership,55.4,80.9,76.6
Net_Insider_Purchases,3749.0,2861.0,-403.0
No_of_Employees,6300.0,6200.0,6200.0
No_of_Institutions,115.0,302.0,430.0
