AAII_KEY_STATISTICS_DATA,12/31/2022,12/31/2021
Insider_Ownership,,
Institutional_Ownership,0.4,1.0
Net_Insider_Purchases,,
No_of_Employees,77.0,
No_of_Institutions,7.0,11.0
