AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022
Insider_Ownership,,
Institutional_Ownership,95.6,93.5
Net_Insider_Purchases,0.0,0.0
No_of_Employees,2.0,2.0
No_of_Institutions,80.0,75.0
