AAII_KEY_STATISTICS_DATA,03/31/2022,09/30/2021,03/31/2020
Insider_Ownership,53.5,53.5,53.5
Institutional_Ownership,2.6,3.1,2.9
Net_Insider_Purchases,0.0,0.0,0.0
No_of_Employees,208.0,210.0,217.0
No_of_Institutions,5.0,5.0,3.0
