AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.3,0.3,0.1,0.3,0.2,0.2,0.1,0.1
Institutional_Ownership,94.0,91.5,90.9,90.2,93.2,94.1,93.6,92.1
Net_Insider_Purchases,20.0,-45.0,-313.0,-187.0,31.0,178.0,-30993.0,-668.0
No_of_Employees,27400.0,27400.0,22900.0,22900.0,22900.0,22900.0,23800.0,23800.0
No_of_Institutions,705.0,709.0,631.0,614.0,626.0,609.0,584.0,562.0
