AAII_KEY_STATISTICS_DATA,06/30/2021,12/31/2020,06/30/2020
Insider_Ownership,,,
Institutional_Ownership,68.0,,85.0
Net_Insider_Purchases,,,
No_of_Employees,2865.0,2865.0,3630.0
No_of_Institutions,111.0,117.0,142.0
