AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,12/31/2021,06/30/2021,09/30/2015
Insider_Ownership,0.6,0.5,0.3,0.8,0.6
Institutional_Ownership,27.5,26.4,24.1,20.4,6.0
Net_Insider_Purchases,285.0,72.0,28.0,367.0,272.0
No_of_Employees,134.0,128.0,128.0,94.0,94.0
No_of_Institutions,53.0,47.0,49.0,30.0,2.0
