AAII_KEY_STATISTICS_DATA,01/01/2023,07/03/2022,01/02/2022,10/03/2021,07/04/2021,01/03/2021,09/27/2020,06/28/2020,03/29/2020,12/29/2019
Insider_Ownership,0.1,0.7,4.2,5.7,2.0,7.0,6.8,,0.4,
Institutional_Ownership,25.5,27.4,36.5,40.1,44.7,45.8,46.7,51.4,47.7,46.9
Net_Insider_Purchases,75.0,209.0,713.0,34.0,380.0,829.0,886.0,0.0,40.0,0.0
No_of_Employees,24300.0,25500.0,25500.0,26500.0,26500.0,26500.0,31500.0,31500.0,31500.0,31500.0
No_of_Institutions,88.0,103.0,129.0,121.0,137.0,136.0,134.0,123.0,127.0,125.0
