AAII_KEY_STATISTICS_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021
Insider_Ownership,0.6,0.6,,0.9
Institutional_Ownership,96.6,99.9,94.6,95.0
Net_Insider_Purchases,457.0,-69568.0,-70025.0,15375.0
No_of_Employees,2375.0,2250.0,2250.0,
No_of_Institutions,159.0,131.0,83.0,74.0
