AAII_KEY_STATISTICS_DATA,09/30/2020,06/30/2020
Insider_Ownership,1.7,0.8
Institutional_Ownership,88.0,85.2
Net_Insider_Purchases,-167.0,-56.0
No_of_Employees,1323.0,1323.0
No_of_Institutions,456.0,448.0
