AAII_KEY_STATISTICS_DATA,12/31/2022,06/30/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,09/30/2020
Insider_Ownership,3.4,3.8,4.0,2.4,2.4,7.1,
Institutional_Ownership,7.7,6.8,7.5,10.2,10.3,4.7,5.4
Net_Insider_Purchases,12.0,379.0,393.0,68.0,2347.0,2179.0,0.0
No_of_Employees,8.0,34.0,34.0,40.0,40.0,40.0,110.0
No_of_Institutions,30.0,23.0,30.0,29.0,36.0,26.0,16.0
