AAII_KEY_STATISTICS_DATA,12/31/2020,06/30/2020
Insider_Ownership,89.4,89.4
Institutional_Ownership,,
Net_Insider_Purchases,0.0,0.0
No_of_Employees,12.0,12.0
No_of_Institutions,,
