AAII_KEY_STATISTICS_DATA,06/30/2022,12/31/2021,09/30/2021
Insider_Ownership,0.0,0.0,5.6
Institutional_Ownership,24.3,15.9,9.5
Net_Insider_Purchases,0.0,-500.0,40800.0
No_of_Employees,450.0,450.0,
No_of_Institutions,130.0,88.0,55.0
