AAII_KEY_STATISTICS_DATA,05/31/2022,11/30/2021,08/31/2021,05/31/2021,11/30/2019
Insider_Ownership,45.5,56.3,,41.4,79.2
Institutional_Ownership,,,,,
Net_Insider_Purchases,1699.0,1699.0,0.0,0.0,0.0
No_of_Employees,3.0,3.0,3.0,3.0,3.0
No_of_Institutions,,,,,
