AAII_KEY_STATISTICS_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.2,1.7,1.7,0.2,0.2
Institutional_Ownership,,98.6,,98.3,97.5
Net_Insider_Purchases,-72.0,54.0,48.0,-81.0,-81.0
No_of_Employees,503.0,503.0,503.0,274.0,274.0
No_of_Institutions,684.0,737.0,759.0,774.0,779.0
