AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020
Insider_Ownership,60.3,2.5,0.3,2.0,77.6,76.3
Institutional_Ownership,19.6,19.6,21.8,20.5,21.2,21.3
Net_Insider_Purchases,-9082.0,261.0,118.0,724.0,5253.0,4627.0
No_of_Employees,380.0,380.0,252.0,252.0,252.0,252.0
No_of_Institutions,95.0,85.0,72.0,65.0,49.0,36.0
