AAII_KEY_STATISTICS_DATA,06/30/2020,03/31/2020
Insider_Ownership,1.1,1.1
Institutional_Ownership,57.5,57.6
Net_Insider_Purchases,43.0,43.0
No_of_Employees,295.0,327.0
No_of_Institutions,44.0,42.0
